252,Thu Sep 21 2017 00:03:43 GMT+0200 (CEST),31.74
253,Thu Sep 21 2017 00:04:49 GMT+0200 (CEST),1.26
254,Thu Sep 21 2017 00:05:01 GMT+0200 (CEST),4.36
255,Thu Sep 21 2017 00:05:33 GMT+0200 (CEST),4.93
256,Thu Sep 21 2017 00:06:08 GMT+0200 (CEST),2.83
257,Thu Sep 21 2017 00:06:33 GMT+0200 (CEST),2.17
258,Thu Sep 21 2017 00:06:54 GMT+0200 (CEST),1.14
259,Thu Sep 21 2017 00:07:05 GMT+0200 (CEST),2.32
260,Thu Sep 21 2017 00:07:27 GMT+0200 (CEST),3.98
261,Thu Sep 21 2017 00:07:58 GMT+0200 (CEST),1.18
262,Thu Sep 21 2017 00:08:09 GMT+0200 (CEST),1.30
263,Thu Sep 21 2017 00:08:21 GMT+0200 (CEST),1.09
264,Thu Sep 21 2017 00:08:31 GMT+0200 (CEST),1.48
265,Thu Sep 21 2017 00:08:45 GMT+0200 (CEST),1.81
266,Thu Sep 21 2017 00:09:03 GMT+0200 (CEST),15.56
267,Thu Sep 21 2017 00:09:57 GMT+0200 (CEST),1.99
268,Thu Sep 21 2017 00:10:17 GMT+0200 (CEST),1.16
269,Thu Sep 21 2017 00:10:27 GMT+0200 (CEST),3.03
270,Thu Sep 21 2017 00:10:54 GMT+0200 (CEST),2.29
271,Thu Sep 21 2017 00:11:16 GMT+0200 (CEST),8.23
272,Thu Sep 21 2017 00:11:59 GMT+0200 (CEST),1.91
273,Thu Sep 21 2017 00:12:18 GMT+0200 (CEST),1.00
274,Thu Sep 21 2017 00:12:26 GMT+0200 (CEST),4.19
275,Thu Sep 21 2017 00:12:58 GMT+0200 (CEST),1.48
276,Thu Sep 21 2017 00:13:13 GMT+0200 (CEST),14.64
277,Thu Sep 21 2017 00:14:05 GMT+0200 (CEST),126.49
278,Thu Sep 21 2017 00:15:34 GMT+0200 (CEST),5.61
279,Thu Sep 21 2017 00:16:11 GMT+0200 (CEST),7.42
280,Thu Sep 21 2017 00:16:52 GMT+0200 (CEST),2.29
281,Thu Sep 21 2017 00:17:14 GMT+0200 (CEST),6.65
282,Thu Sep 21 2017 00:17:54 GMT+0200 (CEST),7.21
283,Thu Sep 21 2017 00:18:35 GMT+0200 (CEST),2.69
284,Thu Sep 21 2017 00:18:59 GMT+0200 (CEST),1.43
285,Thu Sep 21 2017 00:19:13 GMT+0200 (CEST),68.78
286,Thu Sep 21 2017 00:20:32 GMT+0200 (CEST),2.59
287,Thu Sep 21 2017 00:20:56 GMT+0200 (CEST),4.15
288,Thu Sep 21 2017 00:21:28 GMT+0200 (CEST),1.22
289,Thu Sep 21 2017 00:21:39 GMT+0200 (CEST),3.74
290,Thu Sep 21 2017 00:22:09 GMT+0200 (CEST),2.55
291,Thu Sep 21 2017 00:22:33 GMT+0200 (CEST),3.82
292,Thu Sep 21 2017 00:23:03 GMT+0200 (CEST),1.14
293,Thu Sep 21 2017 00:23:13 GMT+0200 (CEST),2.93
294,Thu Sep 21 2017 00:23:39 GMT+0200 (CEST),3.68
295,Thu Sep 21 2017 00:24:09 GMT+0200 (CEST),47.61
296,Thu Sep 21 2017 00:25:22 GMT+0200 (CEST),1.96
297,Thu Sep 21 2017 00:25:41 GMT+0200 (CEST),1.34
298,Thu Sep 21 2017 00:25:54 GMT+0200 (CEST),1.09
299,Thu Sep 21 2017 00:26:04 GMT+0200 (CEST),6.30
300,Thu Sep 21 2017 00:26:42 GMT+0200 (CEST),1.57
301,Thu Sep 21 2017 00:26:58 GMT+0200 (CEST),1.54
302,Thu Sep 21 2017 00:27:13 GMT+0200 (CEST),2.93
303,Thu Sep 21 2017 00:27:39 GMT+0200 (CEST),1.42
304,Thu Sep 21 2017 00:27:53 GMT+0200 (CEST),20.49
305,Thu Sep 21 2017 00:28:51 GMT+0200 (CEST),3.32
306,Thu Sep 21 2017 00:29:20 GMT+0200 (CEST),1.42
307,Thu Sep 21 2017 00:29:33 GMT+0200 (CEST),1.74
308,Thu Sep 21 2017 00:29:51 GMT+0200 (CEST),2.00
309,Thu Sep 21 2017 00:30:10 GMT+0200 (CEST),11.36
310,Thu Sep 21 2017 00:30:59 GMT+0200 (CEST),1.86
311,Thu Sep 21 2017 00:31:17 GMT+0200 (CEST),1.73
312,Thu Sep 21 2017 00:31:35 GMT+0200 (CEST),4.91
313,Thu Sep 21 2017 00:32:09 GMT+0200 (CEST),12.11
314,Thu Sep 21 2017 00:32:59 GMT+0200 (CEST),2.27
315,Thu Sep 21 2017 00:33:21 GMT+0200 (CEST),1.38
