2,Wed Sep 20 2017 22:13:48 GMT+0200 (CEST),1.41
3,Wed Sep 20 2017 22:18:57 GMT+0200 (CEST),2.19
4,Wed Sep 20 2017 22:19:18 GMT+0200 (CEST),279.56
5,Wed Sep 20 2017 22:20:54 GMT+0200 (CEST),1.89
6,Wed Sep 20 2017 22:21:12 GMT+0200 (CEST),2.51
7,Wed Sep 20 2017 22:21:36 GMT+0200 (CEST),1.12
8,Wed Sep 20 2017 22:21:46 GMT+0200 (CEST),1.12
9,Wed Sep 20 2017 22:21:56 GMT+0200 (CEST),19.78
10,Wed Sep 20 2017 22:22:54 GMT+0200 (CEST),1.11
11,Wed Sep 20 2017 22:23:04 GMT+0200 (CEST),1.88
12,Wed Sep 20 2017 22:23:22 GMT+0200 (CEST),1.47
13,Wed Sep 20 2017 22:23:37 GMT+0200 (CEST),18.16
14,Wed Sep 20 2017 22:24:33 GMT+0200 (CEST),2.22
15,Wed Sep 20 2017 22:24:55 GMT+0200 (CEST),1.63
16,Wed Sep 20 2017 22:25:11 GMT+0200 (CEST),15.59
17,Wed Sep 20 2017 22:26:05 GMT+0200 (CEST),1.25
18,Wed Sep 20 2017 22:26:16 GMT+0200 (CEST),36.05
19,Wed Sep 20 2017 22:27:24 GMT+0200 (CEST),1.11
20,Wed Sep 20 2017 22:27:34 GMT+0200 (CEST),1.28
21,Wed Sep 20 2017 22:27:46 GMT+0200 (CEST),1.28
22,Wed Sep 20 2017 22:27:59 GMT+0200 (CEST),1.76
23,Wed Sep 20 2017 22:28:16 GMT+0200 (CEST),2.54
24,Wed Sep 20 2017 22:28:40 GMT+0200 (CEST),1.64
25,Wed Sep 20 2017 22:28:56 GMT+0200 (CEST),1.71
26,Wed Sep 20 2017 22:29:13 GMT+0200 (CEST),3.23
27,Wed Sep 20 2017 22:29:41 GMT+0200 (CEST),3.79
28,Wed Sep 20 2017 22:30:11 GMT+0200 (CEST),6.82
29,Wed Sep 20 2017 22:30:51 GMT+0200 (CEST),1.33
30,Wed Sep 20 2017 22:31:04 GMT+0200 (CEST),1.54
31,Wed Sep 20 2017 22:31:19 GMT+0200 (CEST),16.67
32,Wed Sep 20 2017 22:32:14 GMT+0200 (CEST),1.09
33,Wed Sep 20 2017 22:32:24 GMT+0200 (CEST),2.89
34,Wed Sep 20 2017 22:32:50 GMT+0200 (CEST),8.04
35,Wed Sep 20 2017 22:33:32 GMT+0200 (CEST),7.26
36,Wed Sep 20 2017 22:34:13 GMT+0200 (CEST),12.76
37,Wed Sep 20 2017 22:35:04 GMT+0200 (CEST),1.69
38,Wed Sep 20 2017 22:35:21 GMT+0200 (CEST),6.47
39,Wed Sep 20 2017 22:36:00 GMT+0200 (CEST),17.12
40,Wed Sep 20 2017 22:36:55 GMT+0200 (CEST),3.58
41,Wed Sep 20 2017 22:37:24 GMT+0200 (CEST),1.38
42,Wed Sep 20 2017 22:37:38 GMT+0200 (CEST),12.26
43,Wed Sep 20 2017 22:38:28 GMT+0200 (CEST),1.88
44,Wed Sep 20 2017 22:38:46 GMT+0200 (CEST),1.52
45,Wed Sep 20 2017 22:39:01 GMT+0200 (CEST),1.52
46,Wed Sep 20 2017 22:39:17 GMT+0200 (CEST),1.91
47,Wed Sep 20 2017 22:39:35 GMT+0200 (CEST),1.70
48,Wed Sep 20 2017 22:39:52 GMT+0200 (CEST),1.36
49,Wed Sep 20 2017 22:40:06 GMT+0200 (CEST),1.55
50,Wed Sep 20 2017 22:40:21 GMT+0200 (CEST),9.90
51,Wed Sep 20 2017 22:41:07 GMT+0200 (CEST),1.97
52,Wed Sep 20 2017 22:41:27 GMT+0200 (CEST),4.41
53,Wed Sep 20 2017 22:41:59 GMT+0200 (CEST),1.39
54,Wed Sep 20 2017 22:42:13 GMT+0200 (CEST),6.64
55,Wed Sep 20 2017 22:42:53 GMT+0200 (CEST),3.80
56,Wed Sep 20 2017 22:43:23 GMT+0200 (CEST),7.30
57,Wed Sep 20 2017 22:44:04 GMT+0200 (CEST),1.34
58,Wed Sep 20 2017 22:44:17 GMT+0200 (CEST),2.41
59,Wed Sep 20 2017 22:44:40 GMT+0200 (CEST),3.74
60,Wed Sep 20 2017 22:45:10 GMT+0200 (CEST),1.24
61,Wed Sep 20 2017 22:45:22 GMT+0200 (CEST),1.05
62,Wed Sep 20 2017 22:45:31 GMT+0200 (CEST),2.20
63,Wed Sep 20 2017 22:45:52 GMT+0200 (CEST),3.65
64,Wed Sep 20 2017 22:46:21 GMT+0200 (CEST),43.82
65,Wed Sep 20 2017 22:47:33 GMT+0200 (CEST),1.47
66,Wed Sep 20 2017 22:47:47 GMT+0200 (CEST),2.14
67,Wed Sep 20 2017 22:48:08 GMT+0200 (CEST),11.60
68,Wed Sep 20 2017 22:48:57 GMT+0200 (CEST),1.30
69,Wed Sep 20 2017 22:49:09 GMT+0200 (CEST),4.94
70,Wed Sep 20 2017 22:49:44 GMT+0200 (CEST),1.08
71,Wed Sep 20 2017 22:49:53 GMT+0200 (CEST),2.85
72,Wed Sep 20 2017 22:50:19 GMT+0200 (CEST),1.74
73,Wed Sep 20 2017 22:50:36 GMT+0200 (CEST),5.72
74,Wed Sep 20 2017 22:51:13 GMT+0200 (CEST),1.63
75,Wed Sep 20 2017 22:51:30 GMT+0200 (CEST),1.44
76,Wed Sep 20 2017 22:51:44 GMT+0200 (CEST),2.04
77,Wed Sep 20 2017 22:52:04 GMT+0200 (CEST),1.94
78,Wed Sep 20 2017 22:52:23 GMT+0200 (CEST),4.12
79,Wed Sep 20 2017 22:52:54 GMT+0200 (CEST),1.26
80,Wed Sep 20 2017 22:53:06 GMT+0200 (CEST),4.20
81,Wed Sep 20 2017 22:53:38 GMT+0200 (CEST),1.35
82,Wed Sep 20 2017 22:53:52 GMT+0200 (CEST),2.07
83,Wed Sep 20 2017 22:54:12 GMT+0200 (CEST),1.69
84,Wed Sep 20 2017 22:54:29 GMT+0200 (CEST),26.38
85,Wed Sep 20 2017 22:55:31 GMT+0200 (CEST),1.80
86,Wed Sep 20 2017 22:55:49 GMT+0200 (CEST),1.10
87,Wed Sep 20 2017 22:55:59 GMT+0200 (CEST),1.41
88,Wed Sep 20 2017 22:56:13 GMT+0200 (CEST),1.11
89,Wed Sep 20 2017 22:56:23 GMT+0200 (CEST),1.78
90,Wed Sep 20 2017 22:56:40 GMT+0200 (CEST),2.55
91,Wed Sep 20 2017 22:57:04 GMT+0200 (CEST),1.65
92,Wed Sep 20 2017 22:57:20 GMT+0200 (CEST),1.04
93,Wed Sep 20 2017 22:57:29 GMT+0200 (CEST),2.19
94,Wed Sep 20 2017 22:57:50 GMT+0200 (CEST),1.05
95,Wed Sep 20 2017 22:57:59 GMT+0200 (CEST),6.15
96,Wed Sep 20 2017 22:58:38 GMT+0200 (CEST),8.30
97,Wed Sep 20 2017 22:59:21 GMT+0200 (CEST),1.27
98,Wed Sep 20 2017 22:59:33 GMT+0200 (CEST),1.26
99,Wed Sep 20 2017 22:59:45 GMT+0200 (CEST),2.07
100,Wed Sep 20 2017 23:00:05 GMT+0200 (CEST),19.07
101,Wed Sep 20 2017 23:01:02 GMT+0200 (CEST),1.53
102,Wed Sep 20 2017 23:01:18 GMT+0200 (CEST),2.18
103,Wed Sep 20 2017 23:01:39 GMT+0200 (CEST),1.41
104,Wed Sep 20 2017 23:01:53 GMT+0200 (CEST),4.61
105,Wed Sep 20 2017 23:02:26 GMT+0200 (CEST),1.16
106,Wed Sep 20 2017 23:02:37 GMT+0200 (CEST),5.04
107,Wed Sep 20 2017 23:03:12 GMT+0200 (CEST),1.47
108,Wed Sep 20 2017 23:03:26 GMT+0200 (CEST),1.64
109,Wed Sep 20 2017 23:03:43 GMT+0200 (CEST),4.47
110,Wed Sep 20 2017 23:04:16 GMT+0200 (CEST),1.69
111,Wed Sep 20 2017 23:04:32 GMT+0200 (CEST),28.28
112,Wed Sep 20 2017 23:05:36 GMT+0200 (CEST),10.75
113,Wed Sep 20 2017 23:06:24 GMT+0200 (CEST),1.89
114,Wed Sep 20 2017 23:06:42 GMT+0200 (CEST),2.44
115,Wed Sep 20 2017 23:07:05 GMT+0200 (CEST),10.56
116,Wed Sep 20 2017 23:07:53 GMT+0200 (CEST),5.25
117,Wed Sep 20 2017 23:08:28 GMT+0200 (CEST),14.24
118,Wed Sep 20 2017 23:09:21 GMT+0200 (CEST),1.14
119,Wed Sep 20 2017 23:09:31 GMT+0200 (CEST),1.09
120,Wed Sep 20 2017 23:09:41 GMT+0200 (CEST),2.07
121,Wed Sep 20 2017 23:10:01 GMT+0200 (CEST),3.18
122,Wed Sep 20 2017 23:10:28 GMT+0200 (CEST),1.78
123,Wed Sep 20 2017 23:10:46 GMT+0200 (CEST),1.21
124,Wed Sep 20 2017 23:10:57 GMT+0200 (CEST),1.67
125,Wed Sep 20 2017 23:11:14 GMT+0200 (CEST),1.33
126,Wed Sep 20 2017 23:11:27 GMT+0200 (CEST),1.08
127,Wed Sep 20 2017 23:11:36 GMT+0200 (CEST),1.79
128,Wed Sep 20 2017 23:11:54 GMT+0200 (CEST),6.13
129,Wed Sep 20 2017 23:12:32 GMT+0200 (CEST),1.09
130,Wed Sep 20 2017 23:12:42 GMT+0200 (CEST),4.75
131,Wed Sep 20 2017 23:13:16 GMT+0200 (CEST),1.02
132,Wed Sep 20 2017 23:13:24 GMT+0200 (CEST),1.78
133,Wed Sep 20 2017 23:13:42 GMT+0200 (CEST),1.37
134,Wed Sep 20 2017 23:13:55 GMT+0200 (CEST),1.45
135,Wed Sep 20 2017 23:14:10 GMT+0200 (CEST),1.56
136,Wed Sep 20 2017 23:14:25 GMT+0200 (CEST),3.01
137,Wed Sep 20 2017 23:14:52 GMT+0200 (CEST),1.75
138,Wed Sep 20 2017 23:15:09 GMT+0200 (CEST),1.74
139,Wed Sep 20 2017 23:15:26 GMT+0200 (CEST),1.14
140,Wed Sep 20 2017 23:15:37 GMT+0200 (CEST),1.93
141,Wed Sep 20 2017 23:15:56 GMT+0200 (CEST),5.33
142,Wed Sep 20 2017 23:16:32 GMT+0200 (CEST),1.44
143,Wed Sep 20 2017 23:16:46 GMT+0200 (CEST),1.11
144,Wed Sep 20 2017 23:16:56 GMT+0200 (CEST),1.31
145,Wed Sep 20 2017 23:17:09 GMT+0200 (CEST),3.28
146,Wed Sep 20 2017 23:17:36 GMT+0200 (CEST),1.32
147,Wed Sep 20 2017 23:17:49 GMT+0200 (CEST),1.67
148,Wed Sep 20 2017 23:18:06 GMT+0200 (CEST),4.63
149,Wed Sep 20 2017 23:18:39 GMT+0200 (CEST),1.90
150,Wed Sep 20 2017 23:18:58 GMT+0200 (CEST),2.46
151,Wed Sep 20 2017 23:19:21 GMT+0200 (CEST),1.51
152,Wed Sep 20 2017 23:19:36 GMT+0200 (CEST),18.04
153,Wed Sep 20 2017 23:20:32 GMT+0200 (CEST),3.48
154,Wed Sep 20 2017 23:21:01 GMT+0200 (CEST),2.53
155,Wed Sep 20 2017 23:21:25 GMT+0200 (CEST),5.60
156,Wed Sep 20 2017 23:22:02 GMT+0200 (CEST),2.39
157,Wed Sep 20 2017 23:22:24 GMT+0200 (CEST),2.85
158,Wed Sep 20 2017 23:22:50 GMT+0200 (CEST),1.34
159,Wed Sep 20 2017 23:23:03 GMT+0200 (CEST),1.74
160,Wed Sep 20 2017 23:23:20 GMT+0200 (CEST),1.28
161,Wed Sep 20 2017 23:23:32 GMT+0200 (CEST),1.54
162,Wed Sep 20 2017 23:23:48 GMT+0200 (CEST),2.75
163,Wed Sep 20 2017 23:24:13 GMT+0200 (CEST),1.65
164,Wed Sep 20 2017 23:24:29 GMT+0200 (CEST),1.23
165,Wed Sep 20 2017 23:24:41 GMT+0200 (CEST),92.67
166,Wed Sep 20 2017 23:26:04 GMT+0200 (CEST),3.32
167,Wed Sep 20 2017 23:26:32 GMT+0200 (CEST),1.69
168,Wed Sep 20 2017 23:26:49 GMT+0200 (CEST),1.53
169,Wed Sep 20 2017 23:27:04 GMT+0200 (CEST),7.27
170,Wed Sep 20 2017 23:27:45 GMT+0200 (CEST),2.01
171,Wed Sep 20 2017 23:28:05 GMT+0200 (CEST),3.03
172,Wed Sep 20 2017 23:28:32 GMT+0200 (CEST),1.08
173,Wed Sep 20 2017 23:28:41 GMT+0200 (CEST),1.32
174,Wed Sep 20 2017 23:28:54 GMT+0200 (CEST),3.86
175,Wed Sep 20 2017 23:29:24 GMT+0200 (CEST),1.35
176,Wed Sep 20 2017 23:29:37 GMT+0200 (CEST),1.00
177,Wed Sep 20 2017 23:29:46 GMT+0200 (CEST),546.49
178,Wed Sep 20 2017 23:31:39 GMT+0200 (CEST),1.22
179,Wed Sep 20 2017 23:31:50 GMT+0200 (CEST),1.01
180,Wed Sep 20 2017 23:31:58 GMT+0200 (CEST),42.63
181,Wed Sep 20 2017 23:33:09 GMT+0200 (CEST),8.83
182,Wed Sep 20 2017 23:33:53 GMT+0200 (CEST),2.33
183,Wed Sep 20 2017 23:34:16 GMT+0200 (CEST),2.78
184,Wed Sep 20 2017 23:34:41 GMT+0200 (CEST),3.13
185,Wed Sep 20 2017 23:35:08 GMT+0200 (CEST),7.77
186,Wed Sep 20 2017 23:35:50 GMT+0200 (CEST),1.54
187,Wed Sep 20 2017 23:36:05 GMT+0200 (CEST),12.75
188,Wed Sep 20 2017 23:36:56 GMT+0200 (CEST),1.27
189,Wed Sep 20 2017 23:37:08 GMT+0200 (CEST),2.44
190,Wed Sep 20 2017 23:37:31 GMT+0200 (CEST),2.06
191,Wed Sep 20 2017 23:37:51 GMT+0200 (CEST),4.24
192,Wed Sep 20 2017 23:38:23 GMT+0200 (CEST),2.80
193,Wed Sep 20 2017 23:38:48 GMT+0200 (CEST),94.31
194,Wed Sep 20 2017 23:40:12 GMT+0200 (CEST),4.29
195,Wed Sep 20 2017 23:40:44 GMT+0200 (CEST),1.57
196,Wed Sep 20 2017 23:41:00 GMT+0200 (CEST),1.85
197,Wed Sep 20 2017 23:41:18 GMT+0200 (CEST),1.23
198,Wed Sep 20 2017 23:41:30 GMT+0200 (CEST),320.59
199,Wed Sep 20 2017 23:43:14 GMT+0200 (CEST),4.22
200,Wed Sep 20 2017 23:43:46 GMT+0200 (CEST),1.67
201,Wed Sep 20 2017 23:44:03 GMT+0200 (CEST),1.93
202,Wed Sep 20 2017 23:44:22 GMT+0200 (CEST),14.91
203,Wed Sep 20 2017 23:45:15 GMT+0200 (CEST),2.29
204,Wed Sep 20 2017 23:45:37 GMT+0200 (CEST),1.40
205,Wed Sep 20 2017 23:45:51 GMT+0200 (CEST),2.14
206,Wed Sep 20 2017 23:46:11 GMT+0200 (CEST),1.55
207,Wed Sep 20 2017 23:46:27 GMT+0200 (CEST),1.20
208,Wed Sep 20 2017 23:46:38 GMT+0200 (CEST),1.26
209,Wed Sep 20 2017 23:46:50 GMT+0200 (CEST),1.50
210,Wed Sep 20 2017 23:47:05 GMT+0200 (CEST),1.70
211,Wed Sep 20 2017 23:47:22 GMT+0200 (CEST),1.76
212,Wed Sep 20 2017 23:47:39 GMT+0200 (CEST),2.90
213,Wed Sep 20 2017 23:48:05 GMT+0200 (CEST),1.43
214,Wed Sep 20 2017 23:48:19 GMT+0200 (CEST),1.22
215,Wed Sep 20 2017 23:48:31 GMT+0200 (CEST),2.02
216,Wed Sep 20 2017 23:48:50 GMT+0200 (CEST),1.85
217,Wed Sep 20 2017 23:49:09 GMT+0200 (CEST),4.54
218,Wed Sep 20 2017 23:49:42 GMT+0200 (CEST),1.56
219,Wed Sep 20 2017 23:49:58 GMT+0200 (CEST),1.16
220,Wed Sep 20 2017 23:50:08 GMT+0200 (CEST),13.16
221,Wed Sep 20 2017 23:50:59 GMT+0200 (CEST),2.32
222,Wed Sep 20 2017 23:51:21 GMT+0200 (CEST),3.16
223,Wed Sep 20 2017 23:51:48 GMT+0200 (CEST),1.09
224,Wed Sep 20 2017 23:51:58 GMT+0200 (CEST),64.32
225,Wed Sep 20 2017 23:53:15 GMT+0200 (CEST),1.26
226,Wed Sep 20 2017 23:53:27 GMT+0200 (CEST),2.06
227,Wed Sep 20 2017 23:53:48 GMT+0200 (CEST),2.21
228,Wed Sep 20 2017 23:54:09 GMT+0200 (CEST),2.35
229,Wed Sep 20 2017 23:54:31 GMT+0200 (CEST),1.50
230,Wed Sep 20 2017 23:54:46 GMT+0200 (CEST),4.48
231,Wed Sep 20 2017 23:55:19 GMT+0200 (CEST),43.54
232,Wed Sep 20 2017 23:56:30 GMT+0200 (CEST),1.08
233,Wed Sep 20 2017 23:56:39 GMT+0200 (CEST),1.18
234,Wed Sep 20 2017 23:56:50 GMT+0200 (CEST),1.25
235,Wed Sep 20 2017 23:57:02 GMT+0200 (CEST),2.52
236,Wed Sep 20 2017 23:57:26 GMT+0200 (CEST),2.19
237,Wed Sep 20 2017 23:57:47 GMT+0200 (CEST),1.60
238,Wed Sep 20 2017 23:58:03 GMT+0200 (CEST),1.09
239,Wed Sep 20 2017 23:58:12 GMT+0200 (CEST),1.13
246,Thu Sep 21 2017 00:00:03 GMT+0200 (CEST),31.68
247,Thu Sep 21 2017 00:01:08 GMT+0200 (CEST),6.33
248,Thu Sep 21 2017 00:01:47 GMT+0200 (CEST),1.20
249,Thu Sep 21 2017 00:01:58 GMT+0200 (CEST),1.12
240,Wed Sep 20 2017 23:58:23 GMT+0200 (CEST),1.12
241,Wed Sep 20 2017 23:58:33 GMT+0200 (CEST),1.74
242,Wed Sep 20 2017 23:58:50 GMT+0200 (CEST),1.11
243,Wed Sep 20 2017 23:59:00 GMT+0200 (CEST),5.94
244,Wed Sep 20 2017 23:59:38 GMT+0200 (CEST),1.17
245,Wed Sep 20 2017 23:59:48 GMT+0200 (CEST),1.45
246,Thu Sep 21 2017 00:00:03 GMT+0200 (CEST),31.68
247,Thu Sep 21 2017 00:01:08 GMT+0200 (CEST),6.33
248,Thu Sep 21 2017 00:01:47 GMT+0200 (CEST),1.20
249,Thu Sep 21 2017 00:01:58 GMT+0200 (CEST),1.12
250,Thu Sep 21 2017 00:02:08 GMT+0200 (CEST),7.21
251,Thu Sep 21 2017 00:02:49 GMT+0200 (CEST),15.53
